station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
RCA,2020-02-12 20:53,-103.1036,44.1451,977.43,15.80,10.40,78.84,50.00,5.00,0.00,30.15,1025.90,2.75,M,SCT,OVC,M,M,400.00,2000.00,M,M,-SN,M,M,M,M,M,M,7.16,KRCA 122053Z 05005KT 2 3/4SM -SN SCT004 OVC020 M09/M12 A3015 RMK AO2A CIG 016 RWY13 SLP259 $
ABR,2020-02-12 20:53,-98.4200,45.4500,395.00,-2.90,-13.00,61.08,360.00,18.00,0.00,30.29,1028.50,10.00,30.00,SCT,M,M,M,1400.00,M,M,M,M,M,M,M,34.00,10.00,2020-02-12 20:03,-26.19,KABR 122053Z AUTO 36018G30KT 10SM SCT014 M19/M25 A3029 RMK AO2 PK WND 01034/2003 SLP285 60000 T11941250 53032 $
PIR,2020-02-12 20:53,-100.2860,44.3827,522.03,3.00,-5.10,68.25,340.00,20.00,0.00,30.27,1028.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,29.00,350.00,2020-02-12 20:19,-19.38,KPIR 122053Z AUTO 34020KT 10SM CLR M16/M21 A3027 RMK AO2 PK WND 35029/2019 SLP281 T11611206 51030 PWINO FZRANO
ATY,2020-02-12 20:53,-97.1547,44.9140,525.88,-5.10,-9.90,79.16,340.00,27.00,0.00,30.09,1022.70,0.75,33.00,BKN,M,M,M,700.00,M,M,M,HZ,M,M,M,34.00,350.00,2020-02-12 20:34,-33.22,KATY 122053Z AUTO 34027G33KT 3/4SM HZ BKN007 M21/M23 A3009 RMK AO2 PK WND 35034/2034 SLP227 60000 T12061233 53021
FSD,2020-02-12 20:54,-96.7536,43.5769,428.94,8.60,1.40,71.92,360.00,22.00,0.00,30.02,M,1.00,33.00,SCT,BKN,OVC,M,900.00,1500.00,4300.00,M,-SN BLSN,M,M,M,M,M,M,-12.76,KFSD 122054Z 36022G33KT 1SM -SN BLSN SCT009 BKN015 OVC043 M13/M17 A3002
MDS,2020-02-12 20:55,-97.0859,44.0160,520.80,-0.40,-0.40,100.00,350.00,25.00,0.01,30.05,M,1.00,29.00,CLR,M,M,M,M,M,M,M,-RA,M,M,M,M,M,M,-26.05,KMDS 122055Z AUTO 35025G29KT 1SM -RA CLR M18/M18 A3005 RMK AO2 P0001
PHP,2020-02-12 20:55,-101.6000,44.0500,671.74,14.00,7.00,73.19,360.00,14.00,0.00,30.24,1026.80,10.00,19.00,BKN,OVC,M,M,2000.00,3700.00,M,M,M,M,M,M,M,M,M,-2.04,KPHP 122055Z AUTO 36014G19KT 10SM BKN020 OVC037 M10/M14 A3024 RMK AO2 SLP268 60000 T11001139 50019
9V9,2020-02-12 20:55,-99.3183,43.7667,509.76,7.90,0.50,71.17,340.00,22.00,0.00,30.22,M,10.00,30.00,BKN,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,-13.69,K9V9 122055Z AUTO 34022G30KT 10SM BKN013 M13/M17 A3022 RMK AO2 T11341175
HON,2020-02-12 20:55,-98.2286,44.3852,384.37,-2.00,-7.10,78.29,350.00,23.00,T,30.22,1026.00,0.75,34.00,OVC,M,M,M,1100.00,M,M,M,UP,M,M,M,39.00,350.00,2020-02-12 20:21,-27.39,KHON 122055Z AUTO 35023G34KT 3/4SM UP OVC011 M19/M22 A3022 RMK AO2 PK WND 35039/2021 UPB02 SLP260 P0000 60000 T11891217 52016
SPF,2020-02-12 20:55,-103.7830,44.4803,1186.17,15.80,12.20,85.40,270.00,7.00,0.00,30.12,M,10.00,M,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,5.03,KSPF 122055Z AUTO 27007KT 10SM -SN M09/M11 A3012 RMK AO2
2WX,2020-02-12 20:56,-103.5464,45.6044,919.07,10.00,0.00,63.26,340.00,18.00,0.00,30.19,1027.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.00,340.00,2020-02-12 20:35,-9.21,K2WX 122056Z AUTO 34018KT M12/M18 A3019 RMK AO1 PK WND 34028/2035 SLP270 T11221178 52010
8D3,2020-02-12 20:56,-96.9914,45.6689,351.81,-7.10,-14.10,70.73,340.00,22.00,0.00,30.22,1027.40,M,32.00,M,M,M,M,M,M,M,M,M,M,M,M,37.00,350.00,2020-02-12 20:09,-33.78,K8D3 122056Z AUTO 34022G32KT M22/M26 A3022 RMK AO1 PK WND 35037/2009 SLP274 T12171256 53024
D07,2020-02-12 20:56,-102.0200,45.0300,778.50,8.10,0.00,68.90,10.00,12.00,0.00,30.22,1028.20,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-8.42,KD07 122056Z AUTO 01012KT M13/M18 A3022 RMK AO1 SLP282 T11331178 51015
FSD,2020-02-12 20:56,-96.7536,43.5769,428.94,8.10,1.90,75.29,360.00,21.00,T,30.02,1019.20,1.25,30.00,SCT,BKN,OVC,M,900.00,1500.00,4300.00,M,-SN BLSN,M,M,M,33.00,340.00,2020-02-12 20:46,-13.02,KFSD 122056Z 36021G30KT 1 1/4SM -SN BLSN SCT009 BKN015 OVC043 M13/M17 A3002 RMK AO2 PK WND 34033/2046 TWR VIS 3 SLP192 P0000 60000 T11331167 53032
BKX,2020-02-12 20:56,-96.8169,44.3048,490.28,-0.90,-6.00,78.40,360.00,17.00,T,30.05,1022.10,3.00,22.00,FEW,SCT,M,M,900.00,11000.00,M,M,HZ,M,M,M,32.00,350.00,2020-02-12 20:10,-23.03,KBKX 122056Z AUTO 36017G22KT 3SM HZ FEW009 SCT110 M18/M21 A3005 RMK AO2 PK WND 35032/2010 SNE30 SLP221 P0000 60000 T11831211 53023 FZRANO
RCA,2020-02-12 20:56,-103.1036,44.1451,977.43,16.20,10.80,78.87,30.00,5.00,T,30.15,1025.90,2.50,M,SCT,SCT,OVC,M,400.00,800.00,2000.00,M,-SN,M,M,M,M,M,M,7.63,KRCA 122056Z 03005KT 2 1/2SM -SN SCT004 SCT008 OVC020 M09/M12 A3015 RMK AO2A VIS 2 1/2V3 CIG 016 RWY13 SLP259 P0000 60000 T10881118 51002 $
YKN,2020-02-12 20:56,-97.3859,42.9167,389.54,10.90,5.00,76.62,320.00,24.00,T,30.06,1021.40,4.00,33.00,SCT,BKN,OVC,M,800.00,1300.00,2900.00,M,-SN,M,M,M,33.00,320.00,2020-02-12 20:51,-10.41,KYKN 122056Z AUTO 32024G33KT 4SM -SN SCT008 BKN013 OVC029 M12/M15 A3006 RMK AO2 PK WND 32033/2051 SLP214 P0000 60000 T11171150 53042 FZRANO
RCA,2020-02-12 21:01,-103.1036,44.1451,977.43,15.80,10.40,78.84,40.00,6.00,0.00,30.15,1025.60,3.00,M,FEW,SCT,OVC,M,400.00,900.00,2000.00,M,-SN,M,M,M,M,M,M,6.02,KRCA 122101Z 04006KT 3SM -SN FEW004 SCT009 OVC020 M09/M12 A3015 RMK AO2A CIG 003 RWY13 SLP256 $
FSD,2020-02-12 21:02,-96.7536,43.5769,428.94,8.10,1.90,75.29,360.00,17.00,T,30.03,M,2.50,29.00,SCT,BKN,OVC,M,900.00,2700.00,6000.00,M,-SN BLSN,M,M,M,27.00,360.00,2020-02-12 20:58,-11.24,KFSD 122102Z 36017G29KT 2 1/2SM -SN BLSN SCT009 BKN027 OVC060 M13/M17 A3003 RMK AO2 PK WND 36027/2058 TWR VIS 3 P0000 T11331167
RCA,2020-02-12 21:06,-103.1036,44.1451,977.43,15.80,10.40,78.84,40.00,7.00,0.00,30.15,1025.60,4.00,M,SCT,SCT,OVC,M,500.00,1200.00,2200.00,M,-SN,M,M,M,M,M,M,5.03,KRCA 122106Z 04007KT 4SM -SN SCT005 SCT012 OVC022 M09/M12 A3015 RMK AO2A CIG 003 RWY13 SLP256 $
MHE,2020-02-12 21:07,-98.0386,43.7748,395.73,1.90,-4.00,75.71,330.00,23.00,0.00,30.21,M,1.00,33.00,OVC,M,M,M,1300.00,M,M,M,BLSN,M,M,M,33.00,340.00,2020-02-12 21:04,-22.15,KMHE 122107Z AUTO 33023G33KT 1SM BLSN OVC013 M17/M20 A3021 RMK AO2 PK WND 34033/2104 T11671200
YKN,2020-02-12 21:09,-97.3859,42.9167,389.54,8.60,3.20,78.18,330.00,25.00,T,30.08,M,2.50,31.00,BKN,BKN,OVC,M,1000.00,1500.00,3200.00,M,-SN,M,M,M,33.00,310.00,2020-02-12 21:03,-13.87,KYKN 122109Z AUTO 33025G31KT 2 1/2SM -SN BKN010 BKN015 OVC032 M13/M16 A3008 RMK AO2 PK WND 31033/2103 VIS 1 1/2V5 PRESRR P0000 FZRANO
RCA,2020-02-12 21:11,-103.1036,44.1451,977.43,15.80,10.40,78.84,40.00,7.00,0.00,30.15,1025.60,4.00,M,SCT,OVC,M,M,500.00,2400.00,M,M,-SN,M,M,M,M,M,M,5.03,KRCA 122111Z 04007KT 4SM -SN SCT005 OVC024 M09/M12 A3015 RMK AO2A CIG 011V024 CIG 003 RWY13 SLP256 $
BKX,2020-02-12 21:13,-96.8169,44.3048,490.28,-0.40,-7.60,70.85,350.00,19.00,0.00,30.06,M,2.50,30.00,FEW,SCT,M,M,900.00,11000.00,M,M,HZ,M,M,M,30.00,350.00,2020-02-12 21:07,-23.41,KBKX 122113Z AUTO 35019G30KT 2 1/2SM HZ FEW009 SCT110 M18/M22 A3006 RMK AO2 PK WND 35030/2107 FZRANO
FSD,2020-02-12 21:14,-96.7536,43.5769,428.94,8.60,1.40,71.92,350.00,21.00,0.00,30.03,M,2.50,28.00,FEW,BKN,OVC,M,800.00,3400.00,5500.00,M,-SN BLSN,M,M,M,M,M,M,-12.36,KFSD 122114Z 35021G28KT 2 1/2SM -SN BLSN FEW008 BKN034 OVC055 M13/M17 A3003
MHE,2020-02-12 21:14,-98.0386,43.7748,395.73,1.90,-4.00,75.71,340.00,25.00,0.00,30.21,M,0.75,36.00,VV ,M,M,M,1300.00,M,M,M,BLSN,M,M,M,36.00,350.00,2020-02-12 21:14,-22.94,KMHE 122114Z AUTO 34025G36KT 3/4SM BLSN VV013 M17/M20 A3021 RMK AO2 PK WND 35036/2114 T11671200
MDS,2020-02-12 21:15,-97.0859,44.0160,520.80,-0.40,-0.40,100.00,350.00,26.00,0.00,30.07,M,1.00,30.00,CLR,M,M,M,M,M,M,M,-RA,M,M,M,M,M,M,-26.44,KMDS 122115Z AUTO 35026G30KT 1SM -RA CLR M18/M18 A3007 RMK AO2
9V9,2020-02-12 21:15,-99.3183,43.7667,509.76,7.50,-0.20,70.13,350.00,20.00,0.00,30.22,M,10.00,25.00,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,-13.40,K9V9 122115Z AUTO 35020G25KT 10SM OVC015 M14/M18 A3022 RMK AO2 T11361179
SPF,2020-02-12 21:15,-103.7830,44.4803,1186.17,15.80,12.20,85.40,300.00,8.00,0.00,30.12,M,10.00,M,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,4.16,KSPF 122115Z AUTO 30008KT 10SM -SN M09/M11 A3012 RMK AO2
FSD,2020-02-12 21:16,-96.7536,43.5769,428.94,8.10,1.90,75.29,340.00,24.00,T,30.03,M,4.00,28.00,FEW,BKN,OVC,M,800.00,3400.00,5500.00,M,-SN BLSN,M,M,M,28.00,340.00,2020-02-12 21:16,-14.18,KFSD 122116Z 34024G28KT 4SM -SN BLSN FEW008 BKN034 OVC055 M13/M17 A3003 RMK AO2 PK WND 34028/2116 P0000 T11331167
RCA,2020-02-12 21:16,-103.1036,44.1451,977.43,15.80,10.40,78.84,30.00,8.00,0.00,30.14,1025.50,4.00,M,BKN,OVC,M,M,500.00,2400.00,M,M,-SN,M,M,M,M,M,M,4.16,KRCA 122116Z 03008KT 4SM -SN BKN005 OVC024 M09/M12 A3014 RMK AO2A CIG 005V024 BKN V SCT CIG 003 RWY13 SLP255 $
YKN,2020-02-12 21:18,-97.3859,42.9167,389.54,8.60,3.20,78.18,330.00,26.00,T,30.09,M,2.50,31.00,BKN,BKN,OVC,M,800.00,1300.00,4000.00,M,-SN,M,M,M,33.00,310.00,2020-02-12 21:03,-14.21,KYKN 122118Z AUTO 33026G31KT 2 1/2SM -SN BKN008 BKN013 OVC040 M13/M16 A3009 RMK AO2 PK WND 31033/2103 VIS 1 1/4V5 CIG 007V011 P0000 FZRANO
PHP,2020-02-12 21:19,-101.6000,44.0500,671.74,12.90,7.00,76.82,10.00,11.00,T,30.24,M,10.00,M,SCT,OVC,M,M,1900.00,3700.00,M,M,M,M,M,M,M,M,M,-1.67,KPHP 122119Z AUTO 01011KT 10SM SCT019 OVC037 M11/M14 A3024 RMK AO2 UPB03E06 P0000 T11061139
RAP,2020-02-12 21:21,-103.0574,44.0453,964.71,16.00,10.90,79.92,40.00,7.00,0.01,30.15,M,2.50,M,SCT,BKN,OVC,M,1800.00,2900.00,3500.00,M,-SN,M,M,M,M,M,M,5.28,KRAP 122121Z 04007KT 2 1/2SM -SN SCT018 BKN029 OVC035 M09/M12 A3015 RMK AO2 P0001 T10891117
MHE,2020-02-12 21:21,-98.0386,43.7748,395.73,1.00,-6.00,71.71,340.00,25.00,0.00,30.21,M,1.00,36.00,OVC,M,M,M,1300.00,M,M,M,BLSN,M,M,M,36.00,340.00,2020-02-12 21:21,-24.16,KMHE 122121Z AUTO 34025G36KT 1SM BLSN OVC013 M17/M21 A3021 RMK AO2 PK WND 34036/2121 T11721211
YKN,2020-02-12 21:24,-97.3859,42.9167,389.54,8.60,1.40,71.92,320.00,25.00,T,30.09,M,5.00,33.00,SCT,BKN,OVC,M,1000.00,2600.00,4000.00,M,-SN,M,M,M,33.00,330.00,2020-02-12 21:24,-13.87,KYKN 122124Z AUTO 32025G33KT 5SM -SN SCT010 BKN026 OVC040 M13/M17 A3009 RMK AO2 PK WND 33033/2124 P0000 FZRANO
BKX,2020-02-12 21:25,-96.8169,44.3048,490.28,-0.40,-7.60,70.85,340.00,18.00,0.00,30.06,M,3.00,24.00,BKN,M,M,M,700.00,M,M,M,HZ,M,M,M,30.00,350.00,2020-02-12 21:07,-22.90,KBKX 122125Z AUTO 34018G24KT 3SM HZ BKN007 M18/M22 A3006 RMK AO2 PK WND 35030/2107 CIG 006V011 FZRANO
ATY,2020-02-12 21:25,-97.1547,44.9140,525.88,-6.00,-11.00,78.29,340.00,25.00,T,30.11,M,1.00,34.00,CLR,M,M,M,M,M,M,M,HZ,M,M,M,37.00,350.00,2020-02-12 21:02,-33.63,KATY 122125Z AUTO 34025G34KT 1SM HZ CLR M21/M24 A3011 RMK AO2 PK WND 35037/2102 UPB14E25 P0000 T12111239 $
YKN,2020-02-12 21:28,-97.3859,42.9167,389.54,6.80,1.40,78.01,320.00,29.00,T,30.09,M,2.50,34.00,BKN,OVC,M,M,1000.00,3500.00,M,M,-SN,M,M,M,34.00,330.00,2020-02-12 21:28,-17.66,KYKN 122128Z AUTO 32029G34KT 2 1/2SM -SN BKN010 OVC035 M14/M17 A3009 RMK AO2 PK WND 33034/2128 CIG 007V013 P0000 FZRANO
FSD,2020-02-12 21:30,-96.7536,43.5769,428.94,7.00,1.00,75.88,340.00,19.00,T,30.05,M,5.00,M,BKN,BKN,OVC,M,900.00,2400.00,5000.00,M,BLSN,M,M,M,30.00,340.00,2020-02-12 21:17,-13.62,KFSD 122130Z 34019KT 5SM BLSN BKN009 BKN024 OVC050 M14/M17 A3005 RMK AO2 PK WND 34030/2117 SNE26 PRESRR P0000 T11391172
RCA,2020-02-12 21:31,-103.1036,44.1451,977.43,15.80,8.60,72.73,30.00,8.00,0.00,30.15,1025.90,2.75,M,BKN,M,M,M,500.00,M,M,M,-SN,M,M,M,M,M,M,4.16,KRCA 122131Z 03008KT 2 3/4SM -SN BKN005 M09/M13 A3015 RMK AO2A VIS 2 3/4V4 CIG 003 RWY13 SLP259 $
RAP,2020-02-12 21:33,-103.0574,44.0453,964.71,16.00,10.00,76.77,50.00,8.00,0.01,30.15,M,2.50,M,SCT,OVC,M,M,2300.00,3300.00,M,M,-SN,M,M,M,M,M,M,4.40,KRAP 122133Z 05008KT 2 1/2SM -SN SCT023 OVC033 M09/M12 A3015 RMK AO2 P0001 T10891122
MDS,2020-02-12 21:35,-97.0859,44.0160,520.80,-0.40,-0.40,100.00,350.00,23.00,0.00,30.07,M,1.25,31.00,CLR,M,M,M,M,M,M,M,-RA,M,M,M,M,M,M,-25.24,KMDS 122135Z AUTO 35023G31KT 1 1/4SM -RA CLR M18/M18 A3007 RMK AO2
BKX,2020-02-12 21:35,-96.8169,44.3048,490.28,-2.20,-7.60,77.14,340.00,19.00,0.00,30.08,M,4.00,26.00,SCT,M,M,M,700.00,M,M,M,HZ,M,M,M,30.00,350.00,2020-02-12 21:07,-25.79,KBKX 122135Z AUTO 34019G26KT 4SM HZ SCT007 M19/M22 A3008 RMK AO2 PK WND 35030/2107 FZRANO
9V9,2020-02-12 21:35,-99.3183,43.7667,509.76,7.00,-2.00,65.89,350.00,21.00,0.00,30.23,M,10.00,28.00,BKN,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,-14.49,K9V9 122135Z AUTO 35021G28KT 10SM BKN015 M14/M19 A3023 RMK AO2 T11391189
SPF,2020-02-12 21:35,-103.7830,44.4803,1186.17,15.80,12.20,85.40,300.00,9.00,0.00,30.13,M,10.00,M,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,3.37,KSPF 122135Z AUTO 30009KT 10SM -SN M09/M11 A3013 RMK AO2
YKN,2020-02-12 21:35,-97.3859,42.9167,389.54,6.80,1.40,78.01,330.00,26.00,T,30.09,M,3.00,34.00,SCT,BKN,OVC,M,1000.00,2900.00,3700.00,M,-SN,M,M,M,34.00,320.00,2020-02-12 21:29,-16.66,KYKN 122135Z AUTO 33026G34KT 3SM -SN SCT010 BKN029 OVC037 M14/M17 A3009 RMK AO2 PK WND 32034/2129 P0000 FZRANO
RCA,2020-02-12 21:36,-103.1036,44.1451,977.43,15.80,10.40,78.84,40.00,6.00,0.00,30.15,1025.90,2.50,M,OVC,M,M,M,500.00,M,M,M,-SN,M,M,M,M,M,M,6.02,KRCA 122136Z 04006KT 2 1/2SM -SN OVC005 M09/M12 A3015 RMK AO2A VIS 2 1/2V3 OVC V BKN CIG 003 RWY13 SLP259 $
FSD,2020-02-12 21:37,-96.7536,43.5769,428.94,6.10,-0.90,72.31,340.00,22.00,T,30.06,M,7.00,30.00,SCT,BKN,OVC,M,900.00,2000.00,5000.00,M,BLSN,M,M,M,30.00,340.00,2020-02-12 21:17,-16.10,KFSD 122137Z 34022G30KT 7SM BLSN SCT009 BKN020 OVC050 M14/M18 A3006 RMK AO2 PK WND 34030/2117 SNE26 P0000 T11441183
HON,2020-02-12 21:39,-98.2286,44.3852,384.37,-2.90,-8.00,78.21,340.00,20.00,T,30.24,M,1.00,30.00,OVC,M,M,M,1100.00,M,M,M,HZ,M,M,M,34.00,350.00,2020-02-12 21:00,-27.22,KHON 122139Z AUTO 34020G30KT 1SM HZ OVC011 M19/M22 A3024 RMK AO2 PK WND 35034/2100 UPE09 P0000 T11941222
FSD,2020-02-12 21:41,-96.7536,43.5769,428.94,6.10,-0.90,72.31,340.00,19.00,T,30.06,M,9.00,30.00,BKN,OVC,M,M,1000.00,5000.00,M,M,M,M,M,M,30.00,340.00,2020-02-12 21:17,-14.81,KFSD 122141Z 34019G30KT 9SM BKN010 OVC050 M14/M18 A3006 RMK AO2 PK WND 34030/2117 SNE26 DRSN P0000 T11441183
RCA,2020-02-12 21:41,-103.1036,44.1451,977.43,15.80,8.60,72.73,30.00,8.00,0.00,30.15,1025.90,2.50,M,OVC,M,M,M,400.00,M,M,M,-SN,M,M,M,M,M,M,4.16,KRCA 122141Z 03008KT 2 1/2SM -SN OVC004 M09/M13 A3015 RMK AO2A VIS 2 1/4V2 3/4 VIS 2 RWY13 OVC V BKN CIG 003 RWY13 SLP259 $
YKN,2020-02-12 21:43,-97.3859,42.9167,389.54,6.80,1.40,78.01,320.00,21.00,T,30.10,M,2.00,31.00,SCT,BKN,OVC,M,1000.00,3300.00,4000.00,M,-SN,M,M,M,34.00,320.00,2020-02-12 21:29,-14.76,KYKN 122143Z AUTO 32021G31KT 2SM -SN SCT010 BKN033 OVC040 M14/M17 A3010 RMK AO2 PK WND 32034/2129 P0000 FZRANO
ATY,2020-02-12 21:45,-97.1547,44.9140,525.88,-6.00,-11.90,74.87,340.00,25.00,T,30.12,M,1.50,33.00,CLR,M,M,M,M,M,M,M,HZ,M,M,M,37.00,350.00,2020-02-12 21:02,-33.63,KATY 122145Z AUTO 34025G33KT 1 1/2SM HZ CLR M21/M24 A3012 RMK AO2 PK WND 35037/2102 UPB14E25 P0000 T12111244 $
HON,2020-02-12 21:47,-98.2286,44.3852,384.37,-2.90,-9.00,74.47,350.00,25.00,T,30.25,M,0.50,37.00,OVC,M,M,M,1100.00,M,M,M,HZ,M,M,M,37.00,350.00,2020-02-12 21:45,-29.44,KHON 122147Z AUTO 35025G37KT 1/2SM HZ OVC011 M19/M23 A3025 RMK AO2 PK WND 35037/2145 UPE09 P0000 T11941228
RAP,2020-02-12 21:48,-103.0574,44.0453,964.71,15.80,10.40,78.84,40.00,9.00,0.01,30.15,M,1.75,M,FEW,BKN,OVC,M,1300.00,1900.00,3100.00,M,-SN,M,M,M,M,M,M,3.37,KRAP 122148Z 04009KT 1 3/4SM -SN FEW013 BKN019 OVC031 M09/M12 A3015 RMK AO2 P0001
YKN,2020-02-12 21:48,-97.3859,42.9167,389.54,6.80,3.20,84.80,330.00,24.00,T,30.10,M,1.00,31.00,SCT,SCT,OVC,M,800.00,1200.00,3300.00,M,-SN BR,M,M,M,34.00,320.00,2020-02-12 21:29,-15.94,KYKN 122148Z AUTO 33024G31KT 1SM -SN BR SCT008 SCT012 OVC033 M14/M16 A3010 RMK AO2 PK WND 32034/2129 P0000 FZRANO
RAP,2020-02-12 21:49,-103.0574,44.0453,964.71,16.00,10.00,76.77,40.00,9.00,0.01,30.15,1025.80,1.75,M,FEW,BKN,OVC,M,1300.00,1900.00,3100.00,M,-SN,M,M,M,M,M,M,3.62,KRAP 122149Z 04009KT 1 3/4SM -SN FEW013 BKN019 OVC031 M09/M12 A3015 RMK AO2 SLP258 P0001 T10891122
RCA,2020-02-12 21:51,-103.1036,44.1451,977.43,15.80,10.40,78.84,30.00,7.00,0.00,30.15,1025.90,1.88,M,BKN,OVC,M,M,400.00,1600.00,M,M,-SN,M,M,M,M,M,M,5.03,KRCA 122151Z 03007KT 1 7/8SM -SN BKN004 OVC016 M09/M12 A3015 RMK AO2A VIS 1 7/8V2 1/2 BKN V OVC CIG 003 RWY13 SLP259 $
IEN,2020-02-12 21:52,-102.5110,43.0225,1008.84,21.00,10.00,61.95,20.00,13.00,0.00,30.13,1023.90,10.00,21.00,BKN,OVC,M,M,2100.00,4300.00,M,M,M,M,M,M,M,M,M,7.48,KIEN 122152Z AUTO 02013G21KT 10SM BKN021 OVC043 M06/M12 A3013 RMK AO2 SLP239 T10611122
MBG,2020-02-12 21:52,-100.4078,45.5464,515.17,1.90,-11.00,53.84,10.00,10.00,0.00,30.29,1029.20,10.00,19.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-14.78,KMBG 122152Z AUTO 01010G19KT 10SM CLR M17/M24 A3029 RMK AO2 SLP292 T11671239
YKN,2020-02-12 21:52,-97.3859,42.9167,389.54,6.80,3.20,84.80,330.00,28.00,T,30.10,M,1.25,34.00,BKN,BKN,OVC,M,1000.00,3000.00,3800.00,M,-SN BR,M,M,M,34.00,330.00,2020-02-12 21:52,-17.33,KYKN 122152Z AUTO 33028G34KT 1 1/4SM -SN BR BKN010 BKN030 OVC038 M14/M16 A3010 RMK AO2 PK WND 33034/2152 VIS 3/4V5 CIG 008V013 P0000 FZRANO
CUT,2020-02-12 21:53,-103.6114,43.7331,1686.81,18.00,5.00,56.16,M,4.00,0.00,29.95,1019.10,10.00,M,BKN,OVC,M,M,4400.00,5500.00,M,M,M,M,M,M,M,M,M,11.07,KCUT 122153Z AUTO VRB04KT 10SM BKN044 OVC055 M08/M15 A2995 RMK AO2 SLP191 T10781150
ICR,2020-02-12 21:53,-99.8422,43.3903,611.93,9.00,-2.90,57.69,340.00,22.00,0.00,30.21,1026.00,10.00,29.00,FEW,M,M,M,1500.00,M,M,M,M,M,M,M,32.00,340.00,2020-02-12 21:03,-12.22,KICR 122153Z AUTO 34022G29KT 10SM FEW015 M13/M19 A3021 RMK AO2 PK WND 34032/2103 SLP260 T11281194
MHE,2020-02-12 21:53,-98.0386,43.7748,395.73,-0.90,-7.10,74.33,340.00,25.00,0.00,30.22,1025.70,1.00,34.00,OVC,M,M,M,1100.00,M,M,M,BLSN,M,M,M,36.00,340.00,2020-02-12 21:21,-26.73,KMHE 122153Z AUTO 34025G34KT 1SM BLSN OVC011 M18/M22 A3022 RMK AO2 PK WND 34036/2121 SLP257 T11831217
ABR,2020-02-12 21:53,-98.4200,45.4500,395.00,-4.00,-14.10,60.91,360.00,26.00,0.00,30.31,1029.10,9.00,32.00,CLR,M,M,M,M,M,M,M,M,M,M,M,33.00,10.00,2020-02-12 21:08,-31.33,KABR 122153Z AUTO 36026G32KT 9SM CLR M20/M26 A3031 RMK AO2 PK WND 01033/2108 SLP291 T12001256 $
PIR,2020-02-12 21:53,-100.2860,44.3827,522.03,3.00,-6.00,65.35,10.00,16.00,0.00,30.29,1028.60,10.00,26.00,CLR,M,M,M,M,M,M,M,M,M,M,M,28.00,350.00,2020-02-12 20:56,-17.38,KPIR 122153Z AUTO 01016G26KT 10SM CLR M16/M21 A3029 RMK AO2 PK WND 35028/2056 SLP286 T11611211 PWINO FZRANO
ATY,2020-02-12 21:53,-97.1547,44.9140,525.88,-6.00,-13.00,70.87,340.00,25.00,T,30.12,1023.90,1.25,32.00,CLR,M,M,M,M,M,M,M,HZ,M,M,M,37.00,350.00,2020-02-12 21:02,-33.63,KATY 122153Z AUTO 34025G32KT 1 1/4SM HZ CLR M21/M25 A3012 RMK AO2 PK WND 35037/2102 UPB14E25 SLP239 P0000 T12111250 $
MDS,2020-02-12 21:55,-97.0859,44.0160,520.80,-0.40,-2.20,91.85,350.00,27.00,0.01,30.08,M,0.75,33.00,VV ,M,M,M,500.00,M,M,M,-RA,M,M,M,M,M,M,-26.82,KMDS 122155Z AUTO 35027G33KT 3/4SM -RA VV005 M18/M19 A3008 RMK AO2 P0001
PHP,2020-02-12 21:55,-101.6000,44.0500,671.74,12.00,3.90,69.38,360.00,15.00,T,30.25,1027.10,10.00,22.00,OVC,M,M,M,3300.00,M,M,M,M,M,M,M,M,M,M,-5.15,KPHP 122155Z AUTO 36015G22KT 10SM OVC033 M11/M16 A3025 RMK AO2 UPB03E06 SLP271 P0000 T11111156
9V9,2020-02-12 21:55,-99.3183,43.7667,509.76,5.90,-3.80,63.58,350.00,17.00,0.00,30.24,M,10.00,28.00,SCT,SCT,M,M,1300.00,1900.00,M,M,M,M,M,M,M,M,M,-14.12,K9V9 122155Z AUTO 35017G28KT 10SM SCT013 SCT019 M14/M20 A3024 RMK AO2 T11451199
HON,2020-02-12 21:55,-98.2286,44.3852,384.37,-2.90,-8.00,78.21,350.00,23.00,T,30.26,1027.10,1.00,30.00,OVC,M,M,M,1100.00,M,M,M,HZ,M,M,M,37.00,350.00,2020-02-12 21:45,-28.60,KHON 122155Z AUTO 35023G30KT 1SM HZ OVC011 M19/M22 A3026 RMK AO2 PK WND 35037/2145 UPE09 SLP271 P0000 T11941222
