station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
MDS,2020-02-12 00:15,-97.0859,44.0160,520.80,24.80,24.80,100.00,160.00,7.00,0.00,29.89,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,16.00,KMDS 120015Z AUTO 16007KT 10SM CLR M04/M04 A2989 RMK AO2
9V9,2020-02-12 00:15,-99.3183,43.7667,509.76,36.30,25.50,64.55,180.00,9.00,0.00,29.81,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.86,K9V9 120015Z AUTO 18009KT 10SM CLR 02/M04 A2981 RMK AO2 T00241036
SPF,2020-02-12 00:15,-103.7830,44.4803,1186.17,35.60,10.40,34.65,290.00,4.00,0.00,29.69,M,10.00,M,SCT,BKN,BKN,M,6500.00,9000.00,11000.00,M,M,M,M,M,M,M,M,31.62,KSPF 120015Z AUTO 29004KT 10SM SCT065 BKN090 BKN110 02/M12 A2969 RMK AO2
MDS,2020-02-12 00:35,-97.0859,44.0160,520.80,24.80,24.80,100.00,170.00,8.00,0.00,29.89,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,15.24,KMDS 120035Z AUTO 17008KT 10SM CLR M04/M04 A2989 RMK AO2
9V9,2020-02-12 00:35,-99.3183,43.7667,509.76,36.30,25.20,63.75,190.00,11.00,0.00,29.80,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.90,K9V9 120035Z AUTO 19011KT 10SM CLR 02/M04 A2980 RMK AO2 T00241038
SPF,2020-02-12 00:35,-103.7830,44.4803,1186.17,33.80,12.20,40.32,300.00,5.00,0.00,29.69,M,10.00,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.53,KSPF 120035Z AUTO 30005G10KT 10SM 01/M11 A2969 RMK AO2
RAP,2020-02-12 00:52,-103.0574,44.0453,964.71,34.00,14.00,43.30,220.00,9.00,0.00,29.70,1009.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.00,KRAP 120052Z 22009KT 10SM CLR 01/M10 A2970 RMK AO2 SLP098 T00111100
IEN,2020-02-12 00:52,-102.5110,43.0225,1008.84,32.00,17.10,53.70,0.00,0.00,0.00,29.76,1011.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KIEN 120052Z AUTO 00000KT 10SM CLR 00/M08 A2976 RMK AO2 SLP114 T00001083
MBG,2020-02-12 00:52,-100.4078,45.5464,515.17,30.90,21.00,66.34,130.00,6.00,0.00,29.68,1007.60,10.00,M,SCT,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,24.21,KMBG 120052Z AUTO 13006KT 10SM SCT120 M01/M06 A2968 RMK AO2 SLP076 T10061061
CUT,2020-02-12 00:53,-103.6114,43.7331,1686.81,24.10,9.00,51.98,260.00,10.00,0.00,29.68,1010.40,10.00,18.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,13.06,KCUT 120053Z AUTO 26010G18KT 10SM CLR M04/M13 A2968 RMK AO2 SLP104 T10441128
ICR,2020-02-12 00:53,-99.8422,43.3903,611.93,37.90,17.10,42.46,190.00,12.00,0.00,29.79,1010.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,29.51,KICR 120053Z AUTO 19012KT 10SM CLR 03/M08 A2979 RMK AO2 SLP107 T00331083
MHE,2020-02-12 00:53,-98.0386,43.7748,395.73,30.00,21.00,68.81,160.00,9.00,0.00,29.87,1013.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.03,KMHE 120053Z AUTO 16009KT 10SM CLR M01/M06 A2987 RMK AO2 SLP132 T10111061
ABR,2020-02-12 00:53,-98.4200,45.4500,395.00,27.00,19.90,74.25,170.00,17.00,0.00,29.78,1010.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,13.52,KABR 120053Z AUTO 17017KT 10SM CLR M03/M07 A2978 RMK AO2 SLP106 T10281067
PIR,2020-02-12 00:53,-100.2860,44.3827,522.03,35.10,17.10,47.43,210.00,7.00,0.00,29.73,1008.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.56,KPIR 120053Z AUTO 21007KT 10SM CLR 02/M08 A2973 RMK AO2 SLP089 T00171083
ATY,2020-02-12 00:53,-97.1547,44.9140,525.88,25.00,19.90,80.66,190.00,15.00,0.00,29.82,1012.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,11.71,KATY 120053Z AUTO 19015KT 10SM CLR M04/M07 A2982 RMK AO2 SLP129 T10391067
MDS,2020-02-12 00:55,-97.0859,44.0160,520.80,24.80,24.80,100.00,170.00,7.00,0.00,29.88,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,16.00,KMDS 120055Z AUTO 17007KT 10SM CLR M04/M04 A2988 RMK AO2
PHP,2020-02-12 00:55,-101.6000,44.0500,671.74,34.00,15.10,45.43,240.00,8.00,0.00,29.72,1008.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.58,KPHP 120055Z AUTO 24008KT 10SM CLR 01/M09 A2972 RMK AO2 SLP088 T00111094
9V9,2020-02-12 00:55,-99.3183,43.7667,509.76,35.60,25.30,65.82,180.00,11.00,0.00,29.79,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.02,K9V9 120055Z AUTO 18011KT 10SM CLR 02/M04 A2979 RMK AO2 T00201037
SPF,2020-02-12 00:55,-103.7830,44.4803,1186.17,32.00,14.00,46.92,310.00,7.00,0.00,29.70,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,24.78,KSPF 120055Z AUTO 31007KT 10SM M00/M10 A2970 RMK AO2
2WX,2020-02-12 00:56,-103.5464,45.6044,919.07,30.90,19.00,60.92,250.00,12.00,0.00,29.64,1007.80,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,20.60,K2WX 120056Z AUTO 25012KT M01/M07 A2964 RMK AO1 SLP078 T10061072
8D3,2020-02-12 00:56,-96.9914,45.6689,351.81,28.00,19.00,68.57,220.00,15.00,0.00,29.80,1011.70,M,23.00,M,M,M,M,M,M,M,M,M,M,M,M,29.00,220.00,2020-02-12 00:11,15.59,K8D3 120056Z AUTO 22015G23KT M02/M07 A2980 RMK AO1 PK WND 22029/0011 SLP117 T10221072
D07,2020-02-12 00:56,-102.0200,45.0300,778.50,28.00,18.00,65.69,230.00,9.00,0.00,29.69,1009.60,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,18.54,KD07 120056Z AUTO 23009KT M02/M08 A2969 RMK AO1 SLP096 T10221078
FSD,2020-02-12 00:56,-96.7536,43.5769,428.94,30.00,19.00,63.18,180.00,6.00,0.00,29.92,1015.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,23.12,KFSD 120056Z 18006KT 10SM CLR M01/M07 A2992 RMK AO2 SLP154 T10111072
BKX,2020-02-12 00:56,-96.8169,44.3048,490.28,21.90,19.00,88.40,150.00,9.00,0.00,29.88,1016.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,10.96,KBKX 120056Z AUTO 15009KT 10SM CLR M06/M07 A2988 RMK AO2 SLP160 T10561072 FZRANO
RCA,2020-02-12 00:56,-103.1036,44.1451,977.43,34.20,14.00,42.96,170.00,3.00,0.00,29.69,1009.60,10.00,M,FEW,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,31.20,KRCA 120056Z AUTO 17003KT 10SM FEW110 01/M10 A2969 RMK AO2 SLP096 T00121100 $
YKN,2020-02-12 00:56,-97.3859,42.9167,389.54,35.10,17.10,47.43,160.00,9.00,0.00,29.93,1016.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.37,KYKN 120056Z AUTO 16009KT 10SM CLR 02/M08 A2993 RMK AO2 SLP166 T00171083 FZRANO
MDS,2020-02-12 01:15,-97.0859,44.0160,520.80,21.20,21.20,100.00,180.00,6.00,0.00,29.87,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,12.52,KMDS 120115Z AUTO 18006KT 10SM CLR M06/M06 A2987 RMK AO2
9V9,2020-02-12 01:15,-99.3183,43.7667,509.76,36.00,24.80,63.45,190.00,11.00,0.00,29.78,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.52,K9V9 120115Z AUTO 19011KT 10SM CLR 02/M04 A2978 RMK AO2 T00221040
SPF,2020-02-12 01:15,-103.7830,44.4803,1186.17,35.60,12.20,37.53,290.00,14.00,0.00,29.69,M,10.00,19.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,25.80,KSPF 120115Z AUTO 29014G19KT 10SM 02/M11 A2969 RMK AO2
MDS,2020-02-12 01:35,-97.0859,44.0160,520.80,21.20,21.20,100.00,180.00,7.00,0.00,29.86,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,11.61,KMDS 120135Z AUTO 18007KT 10SM CLR M06/M06 A2986 RMK AO2
9V9,2020-02-12 01:35,-99.3183,43.7667,509.76,35.60,24.40,63.40,190.00,12.00,0.00,29.77,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.58,K9V9 120135Z AUTO 19012KT 10SM CLR 02/M04 A2977 RMK AO2 T00201042
SPF,2020-02-12 01:35,-103.7830,44.4803,1186.17,35.60,14.00,40.63,260.00,15.00,0.00,29.69,M,10.00,23.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,25.45,KSPF 120135Z AUTO 26015G23KT 10SM 02/M10 A2969 RMK AO2
RAP,2020-02-12 01:52,-103.0574,44.0453,964.71,33.10,15.10,47.10,240.00,6.00,0.00,29.70,1009.60,10.00,M,OVC,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,26.86,KRAP 120152Z 24006KT 10SM OVC100 01/M09 A2970 RMK AO2 SLP096 T00061094
IEN,2020-02-12 01:52,-102.5110,43.0225,1008.84,28.90,18.00,63.31,210.00,6.00,0.00,29.75,1011.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.80,KIEN 120152Z AUTO 21006KT 10SM CLR M02/M08 A2975 RMK AO2 SLP114 T10171078
MBG,2020-02-12 01:52,-100.4078,45.5464,515.17,30.90,21.00,66.34,170.00,6.00,0.00,29.67,1007.00,10.00,M,BKN,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,24.21,KMBG 120152Z AUTO 17006KT 10SM BKN110 M01/M06 A2967 RMK AO2 SLP070 T10061061
CUT,2020-02-12 01:53,-103.6114,43.7331,1686.81,23.00,10.00,56.93,270.00,11.00,0.00,29.68,1010.60,10.00,M,OVC,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,11.09,KCUT 120153Z AUTO 27011KT 10SM OVC080 M05/M12 A2968 RMK AO2 SLP106 T10501122
ICR,2020-02-12 01:53,-99.8422,43.3903,611.93,37.90,16.00,40.49,200.00,14.00,0.00,29.76,1010.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.77,KICR 120153Z AUTO 20014KT 10SM CLR 03/M09 A2976 RMK AO2 SLP100 T00331089
MHE,2020-02-12 01:53,-98.0386,43.7748,395.73,35.10,19.90,53.49,180.00,13.00,0.00,29.83,1012.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,25.54,KMHE 120153Z AUTO 18013KT 10SM CLR 02/M07 A2983 RMK AO2 SLP120 T00171067
ABR,2020-02-12 01:53,-98.4200,45.4500,395.00,28.00,21.00,74.67,170.00,15.00,0.00,29.75,1009.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,15.59,KABR 120153Z AUTO 17015KT 10SM CLR M02/M06 A2975 RMK AO2 SLP097 T10221061
PIR,2020-02-12 01:53,-100.2860,44.3827,522.03,33.10,19.00,55.75,220.00,6.00,0.00,29.72,1008.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.86,KPIR 120153Z AUTO 22006KT 10SM CLR 01/M07 A2972 RMK AO2 SLP085 T00061072
ATY,2020-02-12 01:53,-97.1547,44.9140,525.88,26.10,19.90,77.06,180.00,13.00,0.00,29.79,1011.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,14.01,KATY 120153Z AUTO 18013KT 10SM CLR M03/M07 A2979 RMK AO2 SLP117 T10331067
MDS,2020-02-12 01:55,-97.0859,44.0160,520.80,21.20,21.20,100.00,180.00,8.00,0.00,29.84,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,10.81,KMDS 120155Z AUTO 18008KT 10SM CLR M06/M06 A2984 RMK AO2
PHP,2020-02-12 01:55,-101.6000,44.0500,671.74,34.00,16.00,47.25,240.00,7.00,0.00,29.73,1008.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.22,KPHP 120155Z AUTO 24007KT 10SM CLR 01/M09 A2973 RMK AO2 SLP088 T00111089
9V9,2020-02-12 01:55,-99.3183,43.7667,509.76,35.80,23.90,61.60,190.00,14.00,0.00,29.76,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.06,K9V9 120155Z AUTO 19014KT 10SM CLR 02/M04 A2976 RMK AO2 T00211045
SPF,2020-02-12 01:55,-103.7830,44.4803,1186.17,35.60,17.60,47.51,260.00,14.00,0.00,29.69,M,10.00,22.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,25.80,KSPF 120155Z AUTO 26014G22KT 10SM 02/M08 A2969 RMK AO2
2WX,2020-02-12 01:56,-103.5464,45.6044,919.07,32.00,19.00,58.27,260.00,15.00,0.00,29.63,1007.30,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,20.78,K2WX 120156Z AUTO 26015KT 00/M07 A2963 RMK AO1 SLP073 T00001072
8D3,2020-02-12 01:56,-96.9914,45.6689,351.81,28.90,19.90,68.67,200.00,12.00,0.00,29.77,1010.80,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.00,210.00,2020-02-12 01:08,18.06,K8D3 120156Z AUTO 20012KT M02/M07 A2977 RMK AO1 PK WND 21026/0108 SLP108 T10171067
D07,2020-02-12 01:56,-102.0200,45.0300,778.50,30.00,18.00,60.53,230.00,8.00,0.00,29.69,1009.60,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.65,KD07 120156Z AUTO 23008KT M01/M08 A2969 RMK AO1 SLP096 T10111078
FSD,2020-02-12 01:56,-96.7536,43.5769,428.94,33.10,19.00,55.75,190.00,11.00,0.00,29.90,1014.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,23.86,KFSD 120156Z 19011KT 10SM CLR 01/M07 A2990 RMK AO2 SLP145 T00061072
BKX,2020-02-12 01:56,-96.8169,44.3048,490.28,23.00,19.90,87.70,160.00,14.00,0.00,29.84,1014.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,9.56,KBKX 120156Z AUTO 16014KT 10SM CLR M05/M07 A2984 RMK AO2 SLP147 T10501067 FZRANO
RCA,2020-02-12 01:56,-103.1036,44.1451,977.43,31.30,19.80,62.02,290.00,6.00,0.00,29.69,1009.90,10.00,M,OVC,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,24.69,KRCA 120156Z AUTO 29006KT 10SM OVC100 00/M07 A2969 RMK AO2 SLP099 T10041068 $
YKN,2020-02-12 01:56,-97.3859,42.9167,389.54,33.10,18.00,53.40,180.00,5.00,0.00,29.92,1016.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.70,KYKN 120156Z AUTO 18005KT 10SM CLR 01/M08 A2992 RMK AO2 SLP163 T00061078 FZRANO
MDS,2020-02-12 02:15,-97.0859,44.0160,520.80,21.20,21.20,100.00,180.00,9.00,0.00,29.84,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,10.08,KMDS 120215Z AUTO 18009KT 10SM CLR M06/M06 A2984 RMK AO2
9V9,2020-02-12 02:15,-99.3183,43.7667,509.76,34.90,24.40,65.18,200.00,11.00,0.00,29.76,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.13,K9V9 120215Z AUTO 20011KT 10SM CLR 02/M04 A2976 RMK AO2 T00161042
SPF,2020-02-12 02:15,-103.7830,44.4803,1186.17,35.60,15.80,43.95,270.00,8.00,0.00,29.69,M,10.00,16.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.55,KSPF 120215Z AUTO 27008G16KT 10SM 02/M09 A2969 RMK AO2
MDS,2020-02-12 02:35,-97.0859,44.0160,520.80,21.20,21.20,100.00,180.00,9.00,0.00,29.83,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,10.08,KMDS 120235Z AUTO 18009KT 10SM CLR M06/M06 A2983 RMK AO2
9V9,2020-02-12 02:35,-99.3183,43.7667,509.76,33.60,24.60,69.23,220.00,9.00,0.00,29.76,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,25.50,K9V9 120235Z AUTO 22009KT 10SM CLR 01/M04 A2976 RMK AO2 T00091041
SPF,2020-02-12 02:35,-103.7830,44.4803,1186.17,35.60,17.60,47.51,270.00,13.00,0.00,29.69,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.18,KSPF 120235Z AUTO 27013KT 10SM 02/M08 A2969 RMK AO2
RAP,2020-02-12 02:52,-103.0574,44.0453,964.71,34.00,12.00,39.65,0.00,0.00,0.00,29.70,1009.50,10.00,M,FEW,SCT,M,M,9000.00,11000.00,M,M,M,M,M,M,M,M,M,M,KRAP 120252Z 00000KT 10SM FEW090 SCT110 01/M11 A2970 RMK AO2 SLP095 T00111111 56003
IEN,2020-02-12 02:52,-102.5110,43.0225,1008.84,30.00,18.00,60.53,250.00,5.00,0.00,29.75,1010.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,24.02,KIEN 120252Z AUTO 25005KT 10SM CLR M01/M08 A2975 RMK AO2 SLP108 T10111078 56010
MBG,2020-02-12 02:52,-100.4078,45.5464,515.17,32.00,21.00,63.45,190.00,3.00,0.00,29.66,1006.50,10.00,M,SCT,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,28.69,KMBG 120252Z AUTO 19003KT 10SM SCT120 00/M06 A2966 RMK AO2 SLP065 T00001061 56018
CUT,2020-02-12 02:53,-103.6114,43.7331,1686.81,23.00,10.90,59.26,290.00,6.00,0.00,29.67,1010.10,10.00,M,FEW,OVC,M,M,5500.00,11000.00,M,M,M,M,M,M,M,M,M,14.69,KCUT 120253Z AUTO 29006KT 10SM FEW055 OVC110 M05/M12 A2967 RMK AO2 SLP101 T10501117 56005
ICR,2020-02-12 02:53,-99.8422,43.3903,611.93,35.10,16.00,45.22,200.00,14.00,0.00,29.75,1009.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,25.16,KICR 120253Z AUTO 20014KT 10SM CLR 02/M09 A2975 RMK AO2 SLP095 T00171089 56021
MHE,2020-02-12 02:53,-98.0386,43.7748,395.73,36.00,19.00,49.66,180.00,16.00,0.00,29.80,1010.80,10.00,23.00,CLR,M,M,M,M,M,M,M,M,M,M,M,27.00,180.00,2020-02-12 02:43,25.63,KMHE 120253Z AUTO 18016G23KT 10SM CLR 02/M07 A2980 RMK AO2 PK WND 18027/0243 SLP108 T00221072 58028
ABR,2020-02-12 02:53,-98.4200,45.4500,395.00,27.00,19.90,74.25,170.00,15.00,0.00,29.73,1008.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,14.30,KABR 120253Z AUTO 17015KT 10SM CLR M03/M07 A2973 RMK AO2 SLP087 T10281067 56026
PIR,2020-02-12 02:53,-100.2860,44.3827,522.03,33.10,19.00,55.75,230.00,6.00,0.00,29.71,1008.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.86,KPIR 120253Z AUTO 23006KT 10SM CLR 01/M07 A2971 RMK AO2 SLP080 T00061072 56017
ATY,2020-02-12 02:53,-97.1547,44.9140,525.88,23.00,17.10,77.77,170.00,12.00,0.00,29.75,1010.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,10.55,KATY 120253Z AUTO 17012KT 10SM CLR M05/M08 A2975 RMK AO2 SLP107 T10501083 58031
MDS,2020-02-12 02:55,-97.0859,44.0160,520.80,21.20,21.20,100.00,170.00,10.00,0.00,29.81,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,9.42,KMDS 120255Z AUTO 17010KT 10SM CLR M06/M06 A2981 RMK AO2
PHP,2020-02-12 02:55,-101.6000,44.0500,671.74,35.10,17.10,47.43,260.00,6.00,0.00,29.72,1008.20,10.00,M,SCT,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,29.26,KPHP 120255Z AUTO 26006KT 10SM SCT120 02/M08 A2972 RMK AO2 SLP082 T00171083 56010
9V9,2020-02-12 02:55,-99.3183,43.7667,509.76,34.20,23.90,65.64,200.00,11.00,0.00,29.75,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,25.25,K9V9 120255Z AUTO 20011KT 10SM CLR 01/M04 A2975 RMK AO2 T00121045
HON,2020-02-12 02:55,-98.2286,44.3852,384.37,28.90,19.90,68.67,170.00,12.00,0.00,29.75,1009.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,18.06,KHON 120255Z AUTO 17012KT 10SM CLR M02/M07 A2975 RMK AO2 SLP094 T10171067 58033
SPF,2020-02-12 02:55,-103.7830,44.4803,1186.17,35.60,19.40,51.33,280.00,12.00,0.00,29.69,M,10.00,17.00,OVC,M,M,M,4100.00,M,M,M,M,M,M,M,M,M,M,26.58,KSPF 120255Z AUTO 28012G17KT 10SM OVC041 02/M07 A2969 RMK AO2
2WX,2020-02-12 02:56,-103.5464,45.6044,919.07,30.90,21.90,68.91,250.00,12.00,0.00,29.63,1007.30,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,20.60,K2WX 120256Z AUTO 25012KT M01/M06 A2963 RMK AO1 SLP073 T10061056 55005
8D3,2020-02-12 02:56,-96.9914,45.6689,351.81,30.90,19.90,63.31,200.00,13.00,0.00,29.74,1009.50,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,20.16,K8D3 120256Z AUTO 20013KT M01/M07 A2974 RMK AO1 SLP095 T10061067 58024
D07,2020-02-12 02:56,-102.0200,45.0300,778.50,30.00,18.00,60.53,230.00,10.00,0.00,29.67,1008.90,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,20.46,KD07 120256Z AUTO 23010KT M01/M08 A2967 RMK AO1 SLP089 T10111078 58008
FSD,2020-02-12 02:56,-96.7536,43.5769,428.94,32.00,19.00,58.27,180.00,12.00,0.00,29.87,1013.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,22.00,KFSD 120256Z 18012KT 10SM CLR 00/M07 A2987 RMK AO2 SLP135 T00001072 58024
BKX,2020-02-12 02:56,-96.8169,44.3048,490.28,25.00,19.00,77.62,170.00,14.00,0.00,29.81,1013.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,12.14,KBKX 120256Z AUTO 17014KT 10SM CLR M04/M07 A2981 RMK AO2 SLP133 T10391072 58031 FZRANO
RCA,2020-02-12 02:56,-103.1036,44.1451,977.43,32.90,18.90,55.96,300.00,9.00,0.00,29.69,M,10.00,M,OVC,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,24.63,KRCA 120256Z AUTO 30009KT 10SM OVC120 01/M07 A2969 RMK AO2 SLPNO T00051073 56004 $
YKN,2020-02-12 02:56,-97.3859,42.9167,389.54,34.00,17.10,49.55,180.00,12.00,0.00,29.90,1015.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,24.55,KYKN 120256Z AUTO 18012KT 10SM CLR 01/M08 A2990 RMK AO2 SLP152 T00111083 58016 FZRANO
MDS,2020-02-12 03:15,-97.0859,44.0160,520.80,23.00,23.00,100.00,180.00,9.00,0.00,29.80,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,12.32,KMDS 120315Z AUTO 18009KT 10SM CLR M05/M05 A2980 RMK AO2
9V9,2020-02-12 03:15,-99.3183,43.7667,509.76,34.50,23.70,64.32,210.00,12.00,0.00,29.74,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,25.18,K9V9 120315Z AUTO 21012KT 10SM CLR 01/M05 A2974 RMK AO2 T00141046
SPF,2020-02-12 03:15,-103.7830,44.4803,1186.17,35.60,19.40,51.33,280.00,14.00,0.00,29.69,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,25.80,KSPF 120315Z AUTO 28014KT 10SM 02/M07 A2969 RMK AO2
MDS,2020-02-12 03:35,-97.0859,44.0160,520.80,26.60,23.00,86.07,190.00,18.00,0.00,29.79,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,12.64,KMDS 120335Z AUTO 19018KT 10SM CLR M03/M05 A2979 RMK AO2
9V9,2020-02-12 03:35,-99.3183,43.7667,509.76,34.00,23.70,65.62,230.00,9.00,0.00,29.74,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.00,K9V9 120335Z AUTO 23009KT 10SM CLR 01/M05 A2974 RMK AO2 T00111046
SPF,2020-02-12 03:35,-103.7830,44.4803,1186.17,35.60,19.40,51.33,280.00,12.00,0.00,29.70,M,10.00,22.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.58,KSPF 120335Z AUTO 28012G22KT 10SM 02/M07 A2970 RMK AO2
RAP,2020-02-12 03:52,-103.0574,44.0453,964.71,30.90,19.90,63.31,340.00,6.00,0.00,29.70,1009.30,10.00,M,BKN,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,24.21,KRAP 120352Z 34006KT 10SM BKN095 M01/M07 A2970 RMK AO2 SLP093 T10061067
IEN,2020-02-12 03:52,-102.5110,43.0225,1008.84,32.00,18.00,55.82,240.00,7.00,0.00,29.75,1010.10,10.00,M,BKN,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,24.78,KIEN 120352Z AUTO 24007KT 10SM BKN100 00/M08 A2975 RMK AO2 SLP101 T00001078
MBG,2020-02-12 03:52,-100.4078,45.5464,515.17,35.10,19.90,53.49,240.00,7.00,0.00,29.65,1005.90,10.00,M,BKN,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,28.56,KMBG 120352Z AUTO 24007KT 10SM BKN100 02/M07 A2965 RMK AO2 SLP059 T00171067
CUT,2020-02-12 03:53,-103.6114,43.7331,1686.81,24.10,12.00,59.42,280.00,7.00,0.00,29.67,1009.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,15.15,KCUT 120353Z AUTO 28007KT 10SM CLR M04/M11 A2967 RMK AO2 SLP094 T10441111
